slug,title,city,type,price,bedrooms,area,image,description,tags
casa-vila-atlantica-mongagua-2-quarto-s-100m2-2-vagas-4-quarto-s-35m2-sem-vaga,Casa Vila Atlântica; Mongaguá | 2 quarto(s); 100m²; 2 vagas | 4 quarto(s); 35m²; Sem vaga,Mongaguá,Casa,410000,,,img/mongagua-apartamento.png,Casa em Vila Atlântica; Mongaguá. Sem condomínio. 2 quarto(s); área 100m²; 2 vagas. Sem condomínio. 4 quarto(s); área 35m²; Sem vaga.,
casa-em-embare-santos-2-quarto-s-120m2-1-vaga-3-quarto-s-100m2-1-vaga,Casa em Embaré; Santos | 2 quarto(s); 120m²; 1 vaga | 3 quarto(s); 100m²; 1 vaga,Santos,Casa,950000,,,img/santos-apartamento-vista-mar.png,Cadastre-se e receba opções de casa em Embaré; Santos. Condomínio com lazer. 2 quarto(s); área 120m²; 1 vaga. Sem condomínio. 3 quarto(s); área 100m²; 1 vaga.,
studio-gonzaga-santos-3-quarto-s-35m2-1-vaga-1-quarto-s-120m2-2-vagas,Studio Gonzaga; Santos | 3 quarto(s); 35m²; 1 vaga | 1 quarto(s); 120m²; 2 vagas,Santos,Studio,410000,,,img/santos-apartamento-vista-mar.png,Studio em Gonzaga; Santos. Sem condomínio. 3 quarto(s); área 35m²; 1 vaga. Sem condomínio. 1 quarto(s); área 120m²; 2 vagas.,
studio-em-centro-mongagua-3-quarto-s-45m2-1-vaga-3-quarto-s-120m2-2-vagas,Studio em Centro; Mongaguá | 3 quarto(s); 45m²; 1 vaga | 3 quarto(s); 120m²; 2 vagas,Mongaguá,Studio,520000,,,img/mongagua-apartamento.png,Encontre studio em Centro; Mongaguá. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 3 quarto(s); área 45m²; 1 vaga. Condomínio fechado. 3 quarto(s); área 120m²; 2 vagas.,
studio-em-pompeia-santos-1-quarto-s-35m2-1-vaga-2-quarto-s-35m2-1-vaga,Studio em Pompeia; Santos | 1 quarto(s); 35m²; 1 vaga | 2 quarto(s); 35m²; 1 vaga,Santos,Studio,850000,,,img/santos-apartamento-vista-mar.png,Cadastre-se e receba opções de studio em Pompeia; Santos. Condomínio com lazer. 1 quarto(s); área 35m²; 1 vaga. Condomínio com lazer. 2 quarto(s); área 35m²; 1 vaga.,
studio-vera-cruz-mongagua-1-quarto-s-80m2-2-vagas-4-quarto-s-35m2-1-vaga,Studio Vera Cruz; Mongaguá | 1 quarto(s); 80m²; 2 vagas | 4 quarto(s); 35m²; 1 vaga,Mongaguá,Studio,180000,,,img/mongagua-apartamento.png,Oportunidade de studio em Vera Cruz; Mongaguá. Ideal para moradia ou investimento no litoral. Sem condomínio. 1 quarto(s); área 80m²; 2 vagas. Condomínio fechado. 4 quarto(s); área 35m²; 1 vaga.,
apartamento-no-vera-cruz-mongagua-2-quarto-s-120m2-sem-vaga-2-quarto-s-80m2-2-vagas,Apartamento no Vera Cruz; Mongaguá | 2 quarto(s); 120m²; Sem vaga | 2 quarto(s); 80m²; 2 vagas,Mongaguá,Apartamento,950000,,,img/mongagua-apartamento.png,Conheça este apartamento em Vera Cruz; Mongaguá. Localização estratégica e estrutura pronta. Condomínio com lazer. 2 quarto(s); área 120m²; Sem vaga. Condomínio com lazer. 2 quarto(s); área 80m²; 2 vagas.,
apartamento-rio-preto-peruibe-4-quarto-s-80m2-1-vaga-4-quarto-s-100m2-sem-vaga,Apartamento Rio Preto; Peruíbe | 4 quarto(s); 80m²; 1 vaga | 4 quarto(s); 100m²; Sem vaga,Peruíbe,Apartamento,520000,,,img/peruibe-chacara.png,Conheça este apartamento em Rio Preto; Peruíbe. Localização estratégica e estrutura pronta. Condomínio fechado. 4 quarto(s); área 80m²; 1 vaga. Sem condomínio. 4 quarto(s); área 100m²; Sem vaga.,
apartamento-no-vila-tupi-praia-grande-1-quarto-s-35m2-2-vagas-2-quarto-s-80m2-sem-vaga,Apartamento no Vila Tupi; Praia Grande | 1 quarto(s); 35m²; 2 vagas | 2 quarto(s); 80m²; Sem vaga,Praia Grande,Apartamento,620000,,,img/pg-studio.png,Oportunidade de apartamento em Vila Tupi; Praia Grande. Ideal para moradia ou investimento no litoral. Condomínio fechado. 1 quarto(s); área 35m²; 2 vagas. Condomínio fechado. 2 quarto(s); área 80m²; Sem vaga.,
apartamento-centro-sao-vicente-2-quarto-s-120m2-sem-vaga-4-quarto-s-100m2-2-vagas,Apartamento Centro; São Vicente | 2 quarto(s); 120m²; Sem vaga | 4 quarto(s); 100m²; 2 vagas,São Vicente,Apartamento,410000,,,img/sv-casa-terrea.png,Oportunidade de apartamento em Centro; São Vicente. Ideal para moradia ou investimento no litoral. Condomínio com lazer. 2 quarto(s); área 120m²; Sem vaga. Condomínio com lazer. 4 quarto(s); área 100m²; 2 vagas.,
casa-em-centro-itanhaem-1-quarto-s-100m2-1-vaga-1-quarto-s-120m2-2-vagas,Casa em Centro; Itanhaém | 1 quarto(s); 100m²; 1 vaga | 1 quarto(s); 120m²; 2 vagas,Itanhaém,Casa,410000,,,img/itanhaem-terreno.png,Encontre casa em Centro; Itanhaém. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 1 quarto(s); área 100m²; 1 vaga. Condomínio fechado. 1 quarto(s); área 120m²; 2 vagas.,
casa-jose-menino-santos-4-quarto-s-45m2-2-vagas-4-quarto-s-80m2-1-vaga,Casa José Menino; Santos | 4 quarto(s); 45m²; 2 vagas | 4 quarto(s); 80m²; 1 vaga,Santos,Casa,850000,,,img/santos-apartamento-vista-mar.png,Conheça este casa em José Menino; Santos. Localização estratégica e estrutura pronta. Sem condomínio. 4 quarto(s); área 45m²; 2 vagas. Condomínio com lazer. 4 quarto(s); área 80m²; 1 vaga.,
casa-em-vista-linda-bertioga-3-quarto-s-80m2-sem-vaga-1-quarto-s-120m2-2-vagas,Casa em Vista Linda; Bertioga | 3 quarto(s); 80m²; Sem vaga | 1 quarto(s); 120m²; 2 vagas,Bertioga,Casa,410000,,,img/bertioga-apartamento.png,Conheça este casa em Vista Linda; Bertioga. Localização estratégica e estrutura pronta. Sem condomínio. 3 quarto(s); área 80m²; Sem vaga. Sem condomínio. 1 quarto(s); área 120m²; 2 vagas.,
terreno-trevo-peruibe-4-quarto-s-100m2-2-vagas-3-quarto-s-35m2-2-vagas,Terreno Trevo; Peruíbe | 4 quarto(s); 100m²; 2 vagas | 3 quarto(s); 35m²; 2 vagas,Peruíbe,Terreno,750000,,,img/peruibe-chacara.png,Cadastre-se e receba opções de terreno em Trevo; Peruíbe. Condomínio fechado. 4 quarto(s); área 100m²; 2 vagas. Condomínio com lazer. 3 quarto(s); área 35m²; 2 vagas.,
terreno-no-vila-sao-jorge-sao-vicente-4-quarto-s-80m2-2-vagas-2-quarto-s-35m2-2-vagas,Terreno no Vila São Jorge; São Vicente | 4 quarto(s); 80m²; 2 vagas | 2 quarto(s); 35m²; 2 vagas,São Vicente,Terreno,850000,,,img/sv-casa-terrea.png,Cadastre-se e receba opções de terreno em Vila São Jorge; São Vicente. Condomínio fechado. 4 quarto(s); área 80m²; 2 vagas. Condomínio fechado. 2 quarto(s); área 35m²; 2 vagas.,
terreno-pitangueiras-guaruja-3-quarto-s-100m2-2-vagas-2-quarto-s-120m2-sem-vaga,Terreno Pitangueiras; Guarujá | 3 quarto(s); 100m²; 2 vagas | 2 quarto(s); 120m²; Sem vaga,Guarujá,Terreno,410000,,,img/guaruja-sobrado.png,Cadastre-se e receba opções de terreno em Pitangueiras; Guarujá. Sem condomínio. 3 quarto(s); área 100m²; 2 vagas. Sem condomínio. 2 quarto(s); área 120m²; Sem vaga.,
terreno-no-tupi-praia-grande-2-quarto-s-60m2-2-vagas-1-quarto-s-35m2-2-vagas,Terreno no Tupi; Praia Grande | 2 quarto(s); 60m²; 2 vagas | 1 quarto(s); 35m²; 2 vagas,Praia Grande,Terreno,410000,,,img/pg-studio.png,Conheça este terreno em Tupi; Praia Grande. Localização estratégica e estrutura pronta. Condomínio fechado. 2 quarto(s); área 60m²; 2 vagas. Condomínio fechado. 1 quarto(s); área 35m²; 2 vagas.,
apartamento-asturias-guaruja-3-quarto-s-45m2-2-vagas-2-quarto-s-100m2-1-vaga,Apartamento Astúrias; Guarujá | 3 quarto(s); 45m²; 2 vagas | 2 quarto(s); 100m²; 1 vaga,Guarujá,Apartamento,180000,,,img/guaruja-sobrado.png,Cadastre-se e receba opções de apartamento em Astúrias; Guarujá. Condomínio com lazer. 3 quarto(s); área 45m²; 2 vagas. Condomínio fechado. 2 quarto(s); área 100m²; 1 vaga.,
apartamento-em-gonzaguinha-sao-vicente-3-quarto-s-100m2-1-vaga-2-quarto-s-100m2-1-vaga,Apartamento em Gonzaguinha; São Vicente | 3 quarto(s); 100m²; 1 vaga | 2 quarto(s); 100m²; 1 vaga,São Vicente,Apartamento,620000,,,img/sv-casa-terrea.png,Oportunidade de apartamento em Gonzaguinha; São Vicente. Ideal para moradia ou investimento no litoral. Condomínio fechado. 3 quarto(s); área 100m²; 1 vaga. Condomínio fechado. 2 quarto(s); área 100m²; 1 vaga.,
apartamento-em-centro-peruibe-2-quarto-s-45m2-2-vagas-3-quarto-s-45m2-sem-vaga,Apartamento em Centro; Peruíbe | 2 quarto(s); 45m²; 2 vagas | 3 quarto(s); 45m²; Sem vaga,Peruíbe,Apartamento,750000,,,img/peruibe-chacara.png,Oportunidade de apartamento em Centro; Peruíbe. Ideal para moradia ou investimento no litoral. Sem condomínio. 2 quarto(s); área 45m²; 2 vagas. Condomínio fechado. 3 quarto(s); área 45m²; Sem vaga.,
apartamento-jose-menino-santos-2-quarto-s-120m2-1-vaga-3-quarto-s-45m2-1-vaga,Apartamento José Menino; Santos | 2 quarto(s); 120m²; 1 vaga | 3 quarto(s); 45m²; 1 vaga,Santos,Apartamento,620000,,,img/santos-apartamento-vista-mar.png,Apartamento em José Menino; Santos. Condomínio fechado. 2 quarto(s); área 120m²; 1 vaga. Sem condomínio. 3 quarto(s); área 45m²; 1 vaga.,
casa-gonzaguinha-sao-vicente-4-quarto-s-80m2-2-vagas-3-quarto-s-45m2-1-vaga,Casa Gonzaguinha; São Vicente | 4 quarto(s); 80m²; 2 vagas | 3 quarto(s); 45m²; 1 vaga,São Vicente,Casa,520000,,,img/sv-casa-terrea.png,Cadastre-se e receba opções de casa em Gonzaguinha; São Vicente. Sem condomínio. 4 quarto(s); área 80m²; 2 vagas. Sem condomínio. 3 quarto(s); área 45m²; 1 vaga.,
casa-em-pernambuco-guaruja-4-quarto-s-80m2-1-vaga-1-quarto-s-45m2-1-vaga,Casa em Pernambuco; Guarujá | 4 quarto(s); 80m²; 1 vaga | 1 quarto(s); 45m²; 1 vaga,Guarujá,Casa,410000,,,img/guaruja-sobrado.png,Oportunidade de casa em Pernambuco; Guarujá. Ideal para moradia ou investimento no litoral. Condomínio fechado. 4 quarto(s); área 80m²; 1 vaga. Condomínio com lazer. 1 quarto(s); área 45m²; 1 vaga.,
casa-trevo-peruibe-4-quarto-s-80m2-sem-vaga-2-quarto-s-100m2-2-vagas,Casa Trevo; Peruíbe | 4 quarto(s); 80m²; Sem vaga | 2 quarto(s); 100m²; 2 vagas,Peruíbe,Casa,410000,,,img/peruibe-chacara.png,Conheça este casa em Trevo; Peruíbe. Localização estratégica e estrutura pronta. Sem condomínio. 4 quarto(s); área 80m²; Sem vaga. Condomínio fechado. 2 quarto(s); área 100m²; 2 vagas.,
apartamento-agenor-campos-mongagua-1-quarto-s-100m2-2-vagas-2-quarto-s-60m2-1-vaga,Apartamento Agenor Campos; Mongaguá | 1 quarto(s); 100m²; 2 vagas | 2 quarto(s); 60m²; 1 vaga,Mongaguá,Apartamento,620000,,,img/mongagua-apartamento.png,Apartamento em Agenor Campos; Mongaguá. Condomínio com lazer. 1 quarto(s); área 100m²; 2 vagas. Condomínio fechado. 2 quarto(s); área 60m²; 1 vaga.,
apartamento-em-enseada-guaruja-1-quarto-s-60m2-2-vagas-4-quarto-s-100m2-1-vaga,Apartamento em Enseada; Guarujá | 1 quarto(s); 60m²; 2 vagas | 4 quarto(s); 100m²; 1 vaga,Guarujá,Apartamento,620000,,,img/guaruja-sobrado.png,Apartamento em Enseada; Guarujá. Condomínio com lazer. 1 quarto(s); área 60m²; 2 vagas. Sem condomínio. 4 quarto(s); área 100m²; 1 vaga.,
apartamento-no-vila-sao-jorge-sao-vicente-4-quarto-s-100m2-sem-vaga-1-quarto-s-80m2-2-vagas,Apartamento no Vila São Jorge; São Vicente | 4 quarto(s); 100m²; Sem vaga | 1 quarto(s); 80m²; 2 vagas,São Vicente,Apartamento,180000,,,img/sv-casa-terrea.png,Cadastre-se e receba opções de apartamento em Vila São Jorge; São Vicente. Sem condomínio. 4 quarto(s); área 100m²; Sem vaga. Condomínio com lazer. 1 quarto(s); área 80m²; 2 vagas.,
apartamento-centro-guaruja-2-quarto-s-80m2-1-vaga-1-quarto-s-80m2-sem-vaga,Apartamento Centro; Guarujá | 2 quarto(s); 80m²; 1 vaga | 1 quarto(s); 80m²; Sem vaga,Guarujá,Apartamento,520000,,,img/guaruja-sobrado.png,Encontre apartamento em Centro; Guarujá. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 2 quarto(s); área 80m²; 1 vaga. Condomínio fechado. 1 quarto(s); área 80m²; Sem vaga.,
casa-em-boqueirao-praia-grande-4-quarto-s-80m2-1-vaga-1-quarto-s-120m2-sem-vaga,Casa em Boqueirão; Praia Grande | 4 quarto(s); 80m²; 1 vaga | 1 quarto(s); 120m²; Sem vaga,Praia Grande,Casa,750000,,,img/pg-studio.png,Cadastre-se e receba opções de casa em Boqueirão; Praia Grande. Condomínio com lazer. 4 quarto(s); área 80m²; 1 vaga. Sem condomínio. 1 quarto(s); área 120m²; Sem vaga.,
casa-no-centro-bertioga-3-quarto-s-120m2-sem-vaga-3-quarto-s-80m2-sem-vaga,Casa no Centro; Bertioga | 3 quarto(s); 120m²; Sem vaga | 3 quarto(s); 80m²; Sem vaga,Bertioga,Casa,750000,,,img/bertioga-apartamento.png,Encontre casa em Centro; Bertioga. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 3 quarto(s); área 120m²; Sem vaga. Condomínio fechado. 3 quarto(s); área 80m²; Sem vaga.,
casa-agenor-campos-mongagua-2-quarto-s-80m2-1-vaga-1-quarto-s-80m2-2-vagas,Casa Agenor Campos; Mongaguá | 2 quarto(s); 80m²; 1 vaga | 1 quarto(s); 80m²; 2 vagas,Mongaguá,Casa,950000,,,img/mongagua-apartamento.png,Oportunidade de casa em Agenor Campos; Mongaguá. Ideal para moradia ou investimento no litoral. Sem condomínio. 2 quarto(s); área 80m²; 1 vaga. Condomínio com lazer. 1 quarto(s); área 80m²; 2 vagas.,
casa-no-pompeia-santos-1-quarto-s-80m2-sem-vaga-1-quarto-s-80m2-sem-vaga,Casa no Pompeia; Santos | 1 quarto(s); 80m²; Sem vaga | 1 quarto(s); 80m²; Sem vaga,Santos,Casa,620000,,,img/santos-apartamento-vista-mar.png,Conheça este casa em Pompeia; Santos. Localização estratégica e estrutura pronta. Sem condomínio. 1 quarto(s); área 80m²; Sem vaga. Condomínio com lazer. 1 quarto(s); área 80m²; Sem vaga.,
casa-jardim-peruibe-peruibe-1-quarto-s-35m2-sem-vaga-1-quarto-s-35m2-2-vagas,Casa Jardim Peruíbe; Peruíbe | 1 quarto(s); 35m²; Sem vaga | 1 quarto(s); 35m²; 2 vagas,Peruíbe,Casa,950000,,,img/peruibe-chacara.png,Cadastre-se e receba opções de casa em Jardim Peruíbe; Peruíbe. Condomínio com lazer. 1 quarto(s); área 35m²; Sem vaga. Sem condomínio. 1 quarto(s); área 35m²; 2 vagas.,
casa-no-sorocotuba-guaruja-2-quarto-s-80m2-1-vaga-2-quarto-s-35m2-1-vaga,Casa no Sorocotuba; Guarujá | 2 quarto(s); 80m²; 1 vaga | 2 quarto(s); 35m²; 1 vaga,Guarujá,Casa,750000,,,img/guaruja-sobrado.png,Conheça este casa em Sorocotuba; Guarujá. Localização estratégica e estrutura pronta. Condomínio fechado. 2 quarto(s); área 80m²; 1 vaga. Condomínio com lazer. 2 quarto(s); área 35m²; 1 vaga.,
casa-em-jose-menino-santos-3-quarto-s-80m2-2-vagas-3-quarto-s-80m2-sem-vaga,Casa em José Menino; Santos | 3 quarto(s); 80m²; 2 vagas | 3 quarto(s); 80m²; Sem vaga,Santos,Casa,520000,,,img/santos-apartamento-vista-mar.png,Cadastre-se e receba opções de casa em José Menino; Santos. Condomínio fechado. 3 quarto(s); área 80m²; 2 vagas. Sem condomínio. 3 quarto(s); área 80m²; Sem vaga.,
casa-no-vista-linda-bertioga-4-quarto-s-60m2-2-vagas-3-quarto-s-80m2-sem-vaga,Casa no Vista Linda; Bertioga | 4 quarto(s); 60m²; 2 vagas | 3 quarto(s); 80m²; Sem vaga,Bertioga,Casa,850000,,,img/bertioga-apartamento.png,Casa em Vista Linda; Bertioga. Condomínio com lazer. 4 quarto(s); área 60m²; 2 vagas. Sem condomínio. 3 quarto(s); área 80m²; Sem vaga.,
apartamento-no-solemar-praia-grande-3-quarto-s-80m2-2-vagas-4-quarto-s-35m2-sem-vaga,Apartamento no Solemar; Praia Grande | 3 quarto(s); 80m²; 2 vagas | 4 quarto(s); 35m²; Sem vaga,Praia Grande,Apartamento,850000,,,img/pg-studio.png,Apartamento em Solemar; Praia Grande. Condomínio fechado. 3 quarto(s); área 80m²; 2 vagas. Condomínio fechado. 4 quarto(s); área 35m²; Sem vaga.,
apartamento-no-pernambuco-guaruja-4-quarto-s-35m2-sem-vaga-2-quarto-s-80m2-2-vagas,Apartamento no Pernambuco; Guarujá | 4 quarto(s); 35m²; Sem vaga | 2 quarto(s); 80m²; 2 vagas,Guarujá,Apartamento,180000,,,img/guaruja-sobrado.png,Conheça este apartamento em Pernambuco; Guarujá. Localização estratégica e estrutura pronta. Sem condomínio. 4 quarto(s); área 35m²; Sem vaga. Condomínio fechado. 2 quarto(s); área 80m²; 2 vagas.,
apartamento-no-guilhermina-praia-grande-1-quarto-s-60m2-1-vaga-4-quarto-s-60m2-2-vagas,Apartamento no Guilhermina; Praia Grande | 1 quarto(s); 60m²; 1 vaga | 4 quarto(s); 60m²; 2 vagas,Praia Grande,Apartamento,950000,,,img/pg-studio.png,Cadastre-se e receba opções de apartamento em Guilhermina; Praia Grande. Sem condomínio. 1 quarto(s); área 60m²; 1 vaga. Condomínio com lazer. 4 quarto(s); área 60m²; 2 vagas.,
casa-jardim-sao-lourenco-bertioga-1-quarto-s-120m2-1-vaga-4-quarto-s-120m2-1-vaga,Casa Jardim São Lourenço; Bertioga | 1 quarto(s); 120m²; 1 vaga | 4 quarto(s); 120m²; 1 vaga,Bertioga,Casa,750000,,,img/bertioga-apartamento.png,Cadastre-se e receba opções de casa em Jardim São Lourenço; Bertioga. Condomínio fechado. 1 quarto(s); área 120m²; 1 vaga. Condomínio com lazer. 4 quarto(s); área 120m²; 1 vaga.,
casa-em-macuco-santos-2-quarto-s-45m2-1-vaga-4-quarto-s-60m2-sem-vaga,Casa em Macuco; Santos | 2 quarto(s); 45m²; 1 vaga | 4 quarto(s); 60m²; Sem vaga,Santos,Casa,180000,,,img/santos-apartamento-vista-mar.png,Cadastre-se e receba opções de casa em Macuco; Santos. Sem condomínio. 2 quarto(s); área 45m²; 1 vaga. Condomínio com lazer. 4 quarto(s); área 60m²; Sem vaga.,
casa-no-catiapoa-sao-vicente-2-quarto-s-45m2-1-vaga-3-quarto-s-45m2-sem-vaga,Casa no Catiapoa; São Vicente | 2 quarto(s); 45m²; 1 vaga | 3 quarto(s); 45m²; Sem vaga,São Vicente,Casa,850000,,,img/sv-casa-terrea.png,Oportunidade de casa em Catiapoa; São Vicente. Ideal para moradia ou investimento no litoral. Condomínio com lazer. 2 quarto(s); área 45m²; 1 vaga. Condomínio com lazer. 3 quarto(s); área 45m²; Sem vaga.,
casa-em-rio-preto-peruibe-1-quarto-s-100m2-1-vaga-1-quarto-s-35m2-1-vaga,Casa em Rio Preto; Peruíbe | 1 quarto(s); 100m²; 1 vaga | 1 quarto(s); 35m²; 1 vaga,Peruíbe,Casa,180000,,,img/peruibe-chacara.png,Conheça este casa em Rio Preto; Peruíbe. Localização estratégica e estrutura pronta. Condomínio com lazer. 1 quarto(s); área 100m²; 1 vaga. Condomínio fechado. 1 quarto(s); área 35m²; 1 vaga.,
casa-no-vicente-de-carvalho-guaruja-3-quarto-s-60m2-1-vaga-4-quarto-s-35m2-sem-vaga,Casa no Vicente de Carvalho; Guarujá | 3 quarto(s); 60m²; 1 vaga | 4 quarto(s); 35m²; Sem vaga,Guarujá,Casa,520000,,,img/guaruja-sobrado.png,Conheça este casa em Vicente de Carvalho; Guarujá. Localização estratégica e estrutura pronta. Sem condomínio. 3 quarto(s); área 60m²; 1 vaga. Sem condomínio. 4 quarto(s); área 35m²; Sem vaga.,
casa-vila-sao-jorge-sao-vicente-1-quarto-s-45m2-2-vagas-3-quarto-s-45m2-sem-vaga,Casa Vila São Jorge; São Vicente | 1 quarto(s); 45m²; 2 vagas | 3 quarto(s); 45m²; Sem vaga,São Vicente,Casa,520000,,,img/sv-casa-terrea.png,Encontre casa em Vila São Jorge; São Vicente. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 1 quarto(s); área 45m²; 2 vagas. Condomínio fechado. 3 quarto(s); área 45m²; Sem vaga.,
casa-em-jardim-sao-lourenco-bertioga-1-quarto-s-60m2-sem-vaga-3-quarto-s-120m2-1-vaga,Casa em Jardim São Lourenço; Bertioga | 1 quarto(s); 60m²; Sem vaga | 3 quarto(s); 120m²; 1 vaga,Bertioga,Casa,950000,,,img/bertioga-apartamento.png,Cadastre-se e receba opções de casa em Jardim São Lourenço; Bertioga. Sem condomínio. 1 quarto(s); área 60m²; Sem vaga. Condomínio com lazer. 3 quarto(s); área 120m²; 1 vaga.,
apartamento-no-cibratel-itanhaem-4-quarto-s-80m2-sem-vaga-3-quarto-s-120m2-2-vagas,Apartamento no Cibratel; Itanhaém | 4 quarto(s); 80m²; Sem vaga | 3 quarto(s); 120m²; 2 vagas,Itanhaém,Apartamento,750000,,,img/itanhaem-terreno.png,Cadastre-se e receba opções de apartamento em Cibratel; Itanhaém. Condomínio fechado. 4 quarto(s); área 80m²; Sem vaga. Sem condomínio. 3 quarto(s); área 120m²; 2 vagas.,
apartamento-no-centro-peruibe-1-quarto-s-100m2-sem-vaga-1-quarto-s-60m2-sem-vaga,Apartamento no Centro; Peruíbe | 1 quarto(s); 100m²; Sem vaga | 1 quarto(s); 60m²; Sem vaga,Peruíbe,Apartamento,950000,,,img/peruibe-chacara.png,Conheça este apartamento em Centro; Peruíbe. Localização estratégica e estrutura pronta. Sem condomínio. 1 quarto(s); área 100m²; Sem vaga. Condomínio com lazer. 1 quarto(s); área 60m²; Sem vaga.,
casa-em-gaivotas-itanhaem-2-quarto-s-35m2-sem-vaga-3-quarto-s-35m2-sem-vaga,Casa em Gaivotas; Itanhaém | 2 quarto(s); 35m²; Sem vaga | 3 quarto(s); 35m²; Sem vaga,Itanhaém,Casa,520000,,,img/itanhaem-terreno.png,Conheça este casa em Gaivotas; Itanhaém. Localização estratégica e estrutura pronta. Condomínio com lazer. 2 quarto(s); área 35m²; Sem vaga. Sem condomínio. 3 quarto(s); área 35m²; Sem vaga.,
casa-em-maracana-praia-grande-1-quarto-s-100m2-1-vaga-2-quarto-s-45m2-sem-vaga,Casa em Maracanã; Praia Grande | 1 quarto(s); 100m²; 1 vaga | 2 quarto(s); 45m²; Sem vaga,Praia Grande,Casa,180000,,,img/pg-studio.png,Encontre casa em Maracanã; Praia Grande. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 1 quarto(s); área 100m²; 1 vaga. Condomínio com lazer. 2 quarto(s); área 45m²; Sem vaga.,
casa-no-centro-mongagua-4-quarto-s-120m2-2-vagas-2-quarto-s-35m2-2-vagas,Casa no Centro; Mongaguá | 4 quarto(s); 120m²; 2 vagas | 2 quarto(s); 35m²; 2 vagas,Mongaguá,Casa,180000,,,img/mongagua-apartamento.png,Cadastre-se e receba opções de casa em Centro; Mongaguá. Condomínio fechado. 4 quarto(s); área 120m²; 2 vagas. Sem condomínio. 2 quarto(s); área 35m²; 2 vagas.,
apartamento-vila-atlantica-mongagua-3-quarto-s-35m2-2-vagas-3-quarto-s-35m2-2-vagas,Apartamento Vila Atlântica; Mongaguá | 3 quarto(s); 35m²; 2 vagas | 3 quarto(s); 35m²; 2 vagas,Mongaguá,Apartamento,950000,,,img/mongagua-apartamento.png,Encontre apartamento em Vila Atlântica; Mongaguá. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 3 quarto(s); área 35m²; 2 vagas. Sem condomínio. 3 quarto(s); área 35m²; 2 vagas.,
apartamento-no-pompeia-santos-1-quarto-s-80m2-2-vagas-2-quarto-s-80m2-sem-vaga,Apartamento no Pompeia; Santos | 1 quarto(s); 80m²; 2 vagas | 2 quarto(s); 80m²; Sem vaga,Santos,Apartamento,750000,,,img/santos-apartamento-vista-mar.png,Cadastre-se e receba opções de apartamento em Pompeia; Santos. Sem condomínio. 1 quarto(s); área 80m²; 2 vagas. Sem condomínio. 2 quarto(s); área 80m²; Sem vaga.,
apartamento-em-catiapoa-sao-vicente-4-quarto-s-120m2-1-vaga-1-quarto-s-100m2-sem-vaga,Apartamento em Catiapoa; São Vicente | 4 quarto(s); 120m²; 1 vaga | 1 quarto(s); 100m²; Sem vaga,São Vicente,Apartamento,520000,,,img/sv-casa-terrea.png,Cadastre-se e receba opções de apartamento em Catiapoa; São Vicente. Condomínio com lazer. 4 quarto(s); área 120m²; 1 vaga. Sem condomínio. 1 quarto(s); área 100m²; Sem vaga.,
apartamento-no-agenor-campos-mongagua-2-quarto-s-120m2-sem-vaga-3-quarto-s-35m2-1-vaga,Apartamento no Agenor Campos; Mongaguá | 2 quarto(s); 120m²; Sem vaga | 3 quarto(s); 35m²; 1 vaga,Mongaguá,Apartamento,950000,,,img/mongagua-apartamento.png,Encontre apartamento em Agenor Campos; Mongaguá. Opção com boa liquidez e valorização no litoral. Sem condomínio. 2 quarto(s); área 120m²; Sem vaga. Condomínio com lazer. 3 quarto(s); área 35m²; 1 vaga.,
casa-centro-sao-vicente-3-quarto-s-100m2-sem-vaga-3-quarto-s-60m2-2-vagas,Casa Centro; São Vicente | 3 quarto(s); 100m²; Sem vaga | 3 quarto(s); 60m²; 2 vagas,São Vicente,Casa,950000,,,img/sv-casa-terrea.png,Oportunidade de casa em Centro; São Vicente. Ideal para moradia ou investimento no litoral. Condomínio com lazer. 3 quarto(s); área 100m²; Sem vaga. Condomínio fechado. 3 quarto(s); área 60m²; 2 vagas.,
apartamento-3-quartos-no-gonzaga-santos,Apartamento 3 quartos no Gonzaga — Santos,Santos,Apartamento,630000,,,img/santos-apartamento-gonzaga-3qt.png,Apartamento 3 quartos no Gonzaga com vista mar e lazer completo.,batch9
casa-4-quartos-no-jardim-acapulco-guaruja,Casa 4 quartos no Jardim Acapulco — Guarujá,Guarujá,Casa,780000,,,img/guaruja-casa-jardim-acapulco-4qt.png,Casa 4 quartos no Jardim Acapulco com piscina e churrasqueira.,batch9
cobertura-vista-mar-santos,Cobertura vista mar — Santos,Santos,Cobertura,890000,,,img/santos-cobertura-vista-mar.png,Cobertura vista mar no Gonzaga com piscina privativa.,batch9
studio-financiado-praia-grande,Studio financiado — Praia Grande,Praia Grande,Studio,220000,,,img/praiagrande-studio-financiado.png,Studio financiado em lançamento com amenities.,batch9
casa-terrea-no-centro-itanhaem,Casa térrea no centro — Itanhaém,Itanhaém,Casa,340000,,,img/itanhaem-casa-terrea-centro.png,Casa térrea no centro de Itanhaém com quintal.,batch9
