titulo,descricao,preco,cidade,tipo,imagem
"Apartamento Centro | 1 quarto(s), 80m², 2 vagas | 3 quarto(s), 60m², 1 vaga","Apartamento em Centro, São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s), área 80m², 2 vagas. Condomínio fechado. 3 quarto(s), área 60m², 1 vaga.",520000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Casa Centro | 3 quarto(s), 45m², 2 vagas | 2 quarto(s), 60m², 1 vaga","Casa em Centro, São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s), área 45m², 2 vagas. Sem condomínio. 2 quarto(s), área 60m², 1 vaga.",520000,São Vicente,Casa,img/sv-casa-terrea.png
"Chácara Peruíbe | 2 quarto(s), 120m², 2 vagas | 2 quarto(s), 45m², 1 vaga","Chácara com pomar e piscina. Sem condomínio. 2 quarto(s), área 120m², 2 vagas. Sem condomínio. 2 quarto(s), área 45m², 1 vaga.",750000,Peruíbe,Casa,img/peruibe-chacara.png
"Apartamento Centro | 1 quarto(s), 100m², Sem vaga | 4 quarto(s), 60m², Sem vaga","Apartamento em Centro, Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s), área 100m², Sem vaga. Sem condomínio. 4 quarto(s), área 60m², Sem vaga.",750000,Peruíbe,Apartamento,img/peruibe-chacara.png
"Casa Centro | 2 quarto(s), 45m², 2 vagas | 3 quarto(s), 35m², 1 vaga","Casa em Centro, Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s), área 45m², 2 vagas. Condomínio com lazer. 3 quarto(s), área 35m², 1 vaga.",750000,Peruíbe,Casa,img/peruibe-chacara.png
"Apartamento Bertioga | 3 quarto(s), 120m², Sem vaga | 2 quarto(s), 60m², 1 vaga","Apartamento novo em condomínio com lazer. Sem condomínio. 3 quarto(s), área 120m², Sem vaga. Condomínio com lazer. 2 quarto(s), área 60m², 1 vaga.",410000,Bertioga,Apartamento,img/bertioga-apartamento.png
"Apartamento Riviera | 2 quarto(s), 120m², 2 vagas | 1 quarto(s), 120m², Sem vaga","Apartamento em Riviera, Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s), área 120m², 2 vagas. Condomínio fechado. 1 quarto(s), área 120m², Sem vaga.",410000,Bertioga,Apartamento,img/bertioga-apartamento.png
"Casa Riviera | 2 quarto(s), 35m², 2 vagas | 3 quarto(s), 35m², 1 vaga","Casa em Riviera, Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s), área 35m², 2 vagas. Sem condomínio. 3 quarto(s), área 35m², 1 vaga.",410000,Bertioga,Casa,img/bertioga-apartamento.png
"Apartamento Centro, São Vicente | 3 quarto(s), 35m², 1 vaga | 3 quarto(s), 120m², 1 vaga","Apartamento em Centro, São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s), área 35m², 1 vaga. Sem condomínio. 3 quarto(s), área 120m², 1 vaga.",850000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Apartamento Astúrias, Guarujá | 3 quarto(s), 45m², Sem vaga | 4 quarto(s), 35m², 1 vaga","Apartamento em Astúrias, Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s), área 45m², Sem vaga. Sem condomínio. 4 quarto(s), área 35m², 1 vaga.",850000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Cobertura Vila Tupi, Praia Grande | 4 quarto(s), 120m², 2 vagas | 3 quarto(s), 80m², 2 vagas","Cobertura em Vila Tupi, Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s), área 120m², 2 vagas. Condomínio com lazer. 3 quarto(s), área 80m², 2 vagas.",2100000,Praia Grande,Cobertura,img/pg-studio.png
"Cobertura Trevo, Peruíbe | 3 quarto(s), 45m², 1 vaga | 3 quarto(s), 45m², 1 vaga","Cobertura em Trevo, Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s), área 45m², 1 vaga. Condomínio com lazer. 3 quarto(s), área 45m², 1 vaga.",2100000,Peruíbe,Cobertura,img/peruibe-chacara.png
"Terreno Centro, Mongaguá | 3 quarto(s), 120m², Sem vaga | 4 quarto(s), 35m², 1 vaga","Terreno em Centro, Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s), área 120m², Sem vaga. Condomínio com lazer. 4 quarto(s), área 35m², 1 vaga.",950000,Mongaguá,Terreno,img/mongagua-apartamento.png
"Terreno Centro, Itanhaém | 4 quarto(s), 60m², 1 vaga | 4 quarto(s), 35m², Sem vaga","Terreno em Centro, Itanhaém. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s), área 60m², 1 vaga. Sem condomínio. 4 quarto(s), área 35m², Sem vaga.",950000,Itanhaém,Terreno,img/itanhaem-terreno.png
"Casa Solemar, Praia Grande | 4 quarto(s), 35m², 1 vaga | 1 quarto(s), 45m², 1 vaga","Casa em Solemar, Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s), área 35m², 1 vaga. Sem condomínio. 1 quarto(s), área 45m², 1 vaga.",620000,Praia Grande,Casa,img/pg-studio.png
"Casa Vera Cruz, Mongaguá | 2 quarto(s), 120m², 1 vaga | 3 quarto(s), 35m², 1 vaga","Casa em Vera Cruz, Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s), área 120m², 1 vaga. Condomínio fechado. 3 quarto(s), área 35m², 1 vaga.",620000,Mongaguá,Casa,img/mongagua-apartamento.png
"Apartamento Vila São Jorge, São Vicente | 4 quarto(s), 100m², 1 vaga | 4 quarto(s), 100m², Sem vaga","Apartamento em Vila São Jorge, São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s), área 100m², 1 vaga. Sem condomínio. 4 quarto(s), área 100m², Sem vaga.",620000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Apartamento Jardim Peruíbe, Peruíbe | 4 quarto(s), 100m², 2 vagas | 2 quarto(s), 100m², 2 vagas","Apartamento em Jardim Peruíbe, Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 4 quarto(s), área 100m², 2 vagas. Condomínio com lazer. 2 quarto(s), área 100m², 2 vagas.",620000,Peruíbe,Apartamento,img/peruibe-chacara.png
"Casa Centro, Mongaguá | 3 quarto(s), 100m², 1 vaga | 4 quarto(s), 60m², Sem vaga","Casa em Centro, Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s), área 100m², 1 vaga. Condomínio com lazer. 4 quarto(s), área 60m², Sem vaga.",620000,Mongaguá,Casa,img/mongagua-apartamento.png
"Casa Jardim São Lourenço, Bertioga | 1 quarto(s), 120m², Sem vaga | 3 quarto(s), 100m², Sem vaga","Casa em Jardim São Lourenço, Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s), área 120m², Sem vaga. Condomínio fechado. 3 quarto(s), área 100m², Sem vaga.",620000,Bertioga,Casa,img/bertioga-apartamento.png
"Studio Centro, Bertioga | 3 quarto(s), 35m², 2 vagas | 1 quarto(s), 45m², Sem vaga","Studio em Centro, Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s), área 35m², 2 vagas. Condomínio fechado. 1 quarto(s), área 45m², Sem vaga.",280000,Bertioga,Studio,img/bertioga-apartamento.png
"Studio Pitangueiras, Guarujá | 2 quarto(s), 80m², 1 vaga | 3 quarto(s), 120m², 1 vaga","Studio em Pitangueiras, Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s), área 80m², 1 vaga. Condomínio fechado. 3 quarto(s), área 120m², 1 vaga.",280000,Guarujá,Studio,img/guaruja-sobrado.png
"Apartamento Cibratel, Itanhaém | 3 quarto(s), 100m², 1 vaga | 2 quarto(s), 45m², Sem vaga","Apartamento em Cibratel, Itanhaém. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s), área 100m², 1 vaga. Condomínio fechado. 2 quarto(s), área 45m², Sem vaga.",280000,Itanhaém,Apartamento,img/itanhaem-terreno.png
"Apartamento Macuco, Santos | 1 quarto(s), 120m², 2 vagas | 2 quarto(s), 35m², 2 vagas","Apartamento em Macuco, Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 1 quarto(s), área 120m², 2 vagas. Condomínio com lazer. 2 quarto(s), área 35m², 2 vagas.",280000,Santos,Apartamento,img/santos-apartamento-vista-mar.png
"Casa São Miguel, Peruíbe | 2 quarto(s), 45m², 2 vagas | 4 quarto(s), 60m², 1 vaga","Casa em São Miguel, Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s), área 45m², 2 vagas. Condomínio fechado. 4 quarto(s), área 60m², 1 vaga.",280000,Peruíbe,Casa,img/peruibe-chacara.png
"Casa Gonzaga, Santos | 1 quarto(s), 100m², 2 vagas | 3 quarto(s), 120m², 2 vagas","Casa em Gonzaga, Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s), área 100m², 2 vagas. Sem condomínio. 3 quarto(s), área 120m², 2 vagas.",280000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Terreno José Menino, Santos | 1 quarto(s), 35m², 2 vagas | 4 quarto(s), 35m², Sem vaga","Terreno em José Menino, Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s), área 35m², 2 vagas. Condomínio fechado. 4 quarto(s), área 35m², Sem vaga.",180000,Santos,Terreno,img/santos-apartamento-vista-mar.png
"Terreno Vera Cruz, Mongaguá | 2 quarto(s), 35m², 1 vaga | 3 quarto(s), 120m², Sem vaga","Terreno em Vera Cruz, Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s), área 35m², 1 vaga. Sem condomínio. 3 quarto(s), área 120m², Sem vaga.",180000,Mongaguá,Terreno,img/mongagua-apartamento.png
"Apartamento Centro, Mongaguá | 1 quarto(s), 35m², Sem vaga | 2 quarto(s), 80m², 1 vaga","Apartamento em Centro, Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s), área 35m², Sem vaga. Sem condomínio. 2 quarto(s), área 80m², 1 vaga.",180000,Mongaguá,Apartamento,img/mongagua-apartamento.png
"Apartamento Vicente de Carvalho, Guarujá | 1 quarto(s), 100m², 1 vaga | 2 quarto(s), 120m², 1 vaga","Apartamento em Vicente de Carvalho, Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s), área 100m², 1 vaga. Condomínio com lazer. 2 quarto(s), área 120m², 1 vaga.",180000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Casa Centro, Peruíbe | 4 quarto(s), 100m², 1 vaga | 2 quarto(s), 35m², 1 vaga","Casa em Centro, Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s), área 100m², 1 vaga. Condomínio fechado. 2 quarto(s), área 35m², 1 vaga.",180000,Peruíbe,Casa,img/peruibe-chacara.png
"Casa Boqueirão, Praia Grande | 4 quarto(s), 45m², Sem vaga | 3 quarto(s), 100m², Sem vaga","Casa em Boqueirão, Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 4 quarto(s), área 45m², Sem vaga. Sem condomínio. 3 quarto(s), área 100m², Sem vaga.",180000,Praia Grande,Casa,img/pg-studio.png
"Apartamento Jardim São Lourenço, Bertioga | 2 quarto(s), 120m², 2 vagas | 3 quarto(s), 80m², 1 vaga","Apartamento em Jardim São Lourenço, Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s), área 120m², 2 vagas. Condomínio com lazer. 3 quarto(s), área 80m², 1 vaga.",340000,Bertioga,Apartamento,img/bertioga-apartamento.png
"Apartamento Boqueirão, Praia Grande | 3 quarto(s), 80m², Sem vaga | 3 quarto(s), 120m², 2 vagas","Apartamento em Boqueirão, Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s), área 80m², Sem vaga. Condomínio com lazer. 3 quarto(s), área 120m², 2 vagas.",340000,Praia Grande,Apartamento,img/pg-studio.png
"Apartamento Vila Tupi, Praia Grande | 1 quarto(s), 45m², 1 vaga | 4 quarto(s), 80m², 1 vaga","Apartamento em Vila Tupi, Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s), área 45m², 1 vaga. Sem condomínio. 4 quarto(s), área 80m², 1 vaga.",340000,Praia Grande,Apartamento,img/pg-studio.png
"Casa Centro, São Vicente | 3 quarto(s), 35m², Sem vaga | 1 quarto(s), 80m², Sem vaga","Casa em Centro, São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s), área 35m², Sem vaga. Condomínio com lazer. 1 quarto(s), área 80m², Sem vaga.",340000,São Vicente,Casa,img/sv-casa-terrea.png
"Casa Jardim Peruíbe, Peruíbe | 2 quarto(s), 100m², 1 vaga | 3 quarto(s), 35m², 1 vaga","Casa em Jardim Peruíbe, Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s), área 100m², 1 vaga. Condomínio fechado. 3 quarto(s), área 35m², 1 vaga.",340000,Peruíbe,Casa,img/peruibe-chacara.png
"Casa Águas, Mongaguá | 1 quarto(s), 120m², Sem vaga | 1 quarto(s), 120m², 2 vagas","Casa em Águas, Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s), área 120m², Sem vaga. Sem condomínio. 1 quarto(s), área 120m², 2 vagas.",520000,Mongaguá,Casa,img/mongagua-apartamento.png
"Casa Sorocotuba, Guarujá | 2 quarto(s), 35m², 1 vaga | 1 quarto(s), 45m², 2 vagas","Casa em Sorocotuba, Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s), área 35m², 1 vaga. Sem condomínio. 1 quarto(s), área 45m², 2 vagas.",520000,Guarujá,Casa,img/guaruja-sobrado.png
"Apartamento Vera Cruz, Mongaguá | 1 quarto(s), 100m², 1 vaga | 4 quarto(s), 60m², 1 vaga","Apartamento em Vera Cruz, Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s), área 100m², 1 vaga. Sem condomínio. 4 quarto(s), área 60m², 1 vaga.",520000,Mongaguá,Apartamento,img/mongagua-apartamento.png
"Apartamento Rio Preto, Peruíbe | 4 quarto(s), 45m², Sem vaga | 4 quarto(s), 120m², 2 vagas","Apartamento em Rio Preto, Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s), área 45m², Sem vaga. Condomínio fechado. 4 quarto(s), área 120m², 2 vagas.",520000,Peruíbe,Apartamento,img/peruibe-chacara.png
"Casa Centro, Guarujá | 4 quarto(s), 45m², 2 vagas | 4 quarto(s), 60m², 2 vagas","Casa em Centro, Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s), área 45m², 2 vagas. Condomínio com lazer. 4 quarto(s), área 60m², 2 vagas.",520000,Guarujá,Casa,img/guaruja-sobrado.png
"Casa Embaré, Santos | 2 quarto(s), 35m², 1 vaga | 3 quarto(s), 120m², 1 vaga","Casa em Embaré, Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s), área 35m², 1 vaga. Condomínio fechado. 3 quarto(s), área 120m², 1 vaga.",520000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Casa Macuco, Santos | 4 quarto(s), 60m², 2 vagas | 3 quarto(s), 80m², Sem vaga","Casa em Macuco, Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s), área 60m², 2 vagas. Condomínio com lazer. 3 quarto(s), área 80m², Sem vaga.",750000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Casa Astúrias, Guarujá | 4 quarto(s), 120m², 1 vaga | 3 quarto(s), 120m², 2 vagas","Casa em Astúrias, Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 4 quarto(s), área 120m², 1 vaga. Sem condomínio. 3 quarto(s), área 120m², 2 vagas.",750000,Guarujá,Casa,img/guaruja-sobrado.png
"Apartamento Agenor Campos, Mongaguá | 1 quarto(s), 35m², 2 vagas | 1 quarto(s), 80m², 1 vaga","Apartamento em Agenor Campos, Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 1 quarto(s), área 35m², 2 vagas. Condomínio com lazer. 1 quarto(s), área 80m², 1 vaga.",750000,Mongaguá,Apartamento,img/mongagua-apartamento.png
"Casa Tupi, Praia Grande | 3 quarto(s), 35m², 1 vaga | 3 quarto(s), 60m², 1 vaga","Casa em Tupi, Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 3 quarto(s), área 35m², 1 vaga. Condomínio com lazer. 3 quarto(s), área 60m², 1 vaga.",750000,Praia Grande,Casa,img/pg-studio.png
"Casa Pernambuco, Guarujá | 2 quarto(s), 100m², 2 vagas | 1 quarto(s), 120m², Sem vaga","Casa em Pernambuco, Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s), área 100m², 2 vagas. Condomínio com lazer. 1 quarto(s), área 120m², Sem vaga.",750000,Guarujá,Casa,img/guaruja-sobrado.png
"Apartamento Solemar, Praia Grande | 4 quarto(s), 45m², 2 vagas | 4 quarto(s), 35m², 1 vaga","Apartamento em Solemar, Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s), área 45m², 2 vagas. Sem condomínio. 4 quarto(s), área 35m², 1 vaga.",410000,Praia Grande,Apartamento,img/pg-studio.png
"Apartamento Tupi, Praia Grande | 2 quarto(s), 35m², 2 vagas | 3 quarto(s), 100m², 2 vagas","Apartamento em Tupi, Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s), área 35m², 2 vagas. Sem condomínio. 3 quarto(s), área 100m², 2 vagas.",410000,Praia Grande,Apartamento,img/pg-studio.png
"Apartamento Sorocotuba, Guarujá | 1 quarto(s), 35m², Sem vaga | 4 quarto(s), 35m², 1 vaga","Apartamento em Sorocotuba, Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 1 quarto(s), área 35m², Sem vaga. Condomínio com lazer. 4 quarto(s), área 35m², 1 vaga.",410000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Casa Bocaina, Santos | 1 quarto(s), 35m², 1 vaga | 2 quarto(s), 60m², 2 vagas","Casa em Bocaina, Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s), área 35m², 1 vaga. Sem condomínio. 2 quarto(s), área 60m², 2 vagas.",410000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Apartamento em Centro, São Vicente | 4 quarto(s), 80m², 2 vagas | 4 quarto(s), 35m², 1 vaga","Conheça este apartamento em Centro, São Vicente. Localização estratégica e estrutura pronta. Condomínio fechado. 4 quarto(s), área 80m², 2 vagas. Sem condomínio. 4 quarto(s), área 35m², 1 vaga.",950000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Apartamento Enseada, Guarujá | 4 quarto(s), 35m², 1 vaga | 2 quarto(s), 120m², 1 vaga","Cadastre-se e receba opções de apartamento em Enseada, Guarujá. Condomínio com lazer. 4 quarto(s), área 35m², 1 vaga. Condomínio com lazer. 2 quarto(s), área 120m², 1 vaga.",850000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Cobertura Vila São Jorge, São Vicente | 1 quarto(s), 80m², 2 vagas | 1 quarto(s), 100m², 2 vagas","Cadastre-se e receba opções de cobertura em Vila São Jorge, São Vicente. Condomínio com lazer. 1 quarto(s), área 80m², 2 vagas. Condomínio fechado. 1 quarto(s), área 100m², 2 vagas.",520000,São Vicente,Cobertura,img/sv-casa-terrea.png
"Cobertura Centro, Peruíbe | 3 quarto(s), 80m², Sem vaga | 2 quarto(s), 35m², 2 vagas","Cobertura em Centro, Peruíbe. Sem condomínio. 3 quarto(s), área 80m², Sem vaga. Condomínio fechado. 2 quarto(s), área 35m², 2 vagas.",950000,Peruíbe,Cobertura,img/peruibe-chacara.png
"Terreno Solemar, Praia Grande | 4 quarto(s), 45m², 1 vaga | 2 quarto(s), 80m², Sem vaga","Cadastre-se e receba opções de terreno em Solemar, Praia Grande. Condomínio com lazer. 4 quarto(s), área 45m², 1 vaga. Condomínio com lazer. 2 quarto(s), área 80m², Sem vaga.",950000,Praia Grande,Terreno,img/pg-studio.png
"Terreno no Vera Cruz, Mongaguá | 2 quarto(s), 35m², Sem vaga | 3 quarto(s), 80m², 2 vagas","Encontre terreno em Vera Cruz, Mongaguá. Opção com boa liquidez e valorização no litoral. Sem condomínio. 2 quarto(s), área 35m², Sem vaga. Condomínio com lazer. 3 quarto(s), área 80m², 2 vagas.",520000,Mongaguá,Terreno,img/mongagua-apartamento.png
"Sobrado Centro, Mongaguá | 1 quarto(s), 120m², 2 vagas | 2 quarto(s), 80m², Sem vaga","Cadastre-se e receba opções de sobrado em Centro, Mongaguá. Condomínio fechado. 1 quarto(s), área 120m², 2 vagas. Condomínio fechado. 2 quarto(s), área 80m², Sem vaga.",520000,Mongaguá,Sobrado,img/mongagua-apartamento.png
"Sobrado no Boracéia, Bertioga | 1 quarto(s), 100m², 2 vagas | 4 quarto(s), 45m², Sem vaga","Encontre sobrado em Boracéia, Bertioga. Opção com boa liquidez e valorização no litoral. Sem condomínio. 1 quarto(s), área 100m², 2 vagas. Sem condomínio. 4 quarto(s), área 45m², Sem vaga.",950000,Bertioga,Sobrado,img/bertioga-apartamento.png
"Apartamento Centro, Peruíbe | 2 quarto(s), 35m², Sem vaga | 2 quarto(s), 35m², 2 vagas","Oportunidade de apartamento em Centro, Peruíbe. Ideal para moradia ou investimento no litoral. Condomínio fechado. 2 quarto(s), área 35m², Sem vaga. Condomínio com lazer. 2 quarto(s), área 35m², 2 vagas.",850000,Peruíbe,Apartamento,img/peruibe-chacara.png
"Apartamento no Boracéia, Bertioga | 2 quarto(s), 35m², Sem vaga | 3 quarto(s), 100m², 2 vagas","Cadastre-se e receba opções de apartamento em Boracéia, Bertioga. Condomínio fechado. 2 quarto(s), área 35m², Sem vaga. Condomínio fechado. 3 quarto(s), área 100m², 2 vagas.",620000,Bertioga,Apartamento,img/bertioga-apartamento.png
"Casa em São Miguel, Peruíbe | 2 quarto(s), 80m², 1 vaga | 3 quarto(s), 120m², 2 vagas","Casa em São Miguel, Peruíbe. Sem condomínio. 2 quarto(s), área 80m², 1 vaga. Sem condomínio. 3 quarto(s), área 120m², 2 vagas.",520000,Peruíbe,Casa,img/peruibe-chacara.png
"Casa em Gonzaga, Santos | 2 quarto(s), 100m², Sem vaga | 4 quarto(s), 45m², 2 vagas","Conheça este casa em Gonzaga, Santos. Localização estratégica e estrutura pronta. Condomínio fechado. 2 quarto(s), área 100m², Sem vaga. Sem condomínio. 4 quarto(s), área 45m², 2 vagas.",750000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Studio em Gonzaguinha, São Vicente | 1 quarto(s), 80m², Sem vaga | 4 quarto(s), 60m², 2 vagas","Encontre studio em Gonzaguinha, São Vicente. Opção com boa liquidez e valorização no litoral. Sem condomínio. 1 quarto(s), área 80m², Sem vaga. Sem condomínio. 4 quarto(s), área 60m², 2 vagas.",180000,São Vicente,Studio,img/sv-casa-terrea.png
"Studio Centro, Mongaguá | 3 quarto(s), 60m², 1 vaga | 4 quarto(s), 80m², 2 vagas","Cadastre-se e receba opções de studio em Centro, Mongaguá. Sem condomínio. 3 quarto(s), área 60m², 1 vaga. Condomínio fechado. 4 quarto(s), área 80m², 2 vagas.",950000,Mongaguá,Studio,img/mongagua-apartamento.png
"Apartamento no Jardim São Lourenço, Bertioga | 3 quarto(s), 45m², 2 vagas | 2 quarto(s), 100m², 2 vagas","Oportunidade de apartamento em Jardim São Lourenço, Bertioga. Ideal para moradia ou investimento no litoral. Condomínio com lazer. 3 quarto(s), área 45m², 2 vagas. Condomínio fechado. 2 quarto(s), área 100m², 2 vagas.",180000,Bertioga,Apartamento,img/bertioga-apartamento.png
"Casa no Jardim Peruíbe, Peruíbe | 2 quarto(s), 120m², Sem vaga | 4 quarto(s), 35m², 2 vagas","Conheça este casa em Jardim Peruíbe, Peruíbe. Localização estratégica e estrutura pronta. Condomínio com lazer. 2 quarto(s), área 120m², Sem vaga. Sem condomínio. 4 quarto(s), área 35m², 2 vagas.",950000,Peruíbe,Casa,img/peruibe-chacara.png
"Casa em Boracéia, Bertioga | 4 quarto(s), 60m², 1 vaga | 4 quarto(s), 120m², 2 vagas","Cadastre-se e receba opções de casa em Boracéia, Bertioga. Condomínio fechado. 4 quarto(s), área 60m², 1 vaga. Condomínio com lazer. 4 quarto(s), área 120m², 2 vagas.",180000,Bertioga,Casa,img/bertioga-apartamento.png
"Terreno Bocaina, Santos | 4 quarto(s), 100m², Sem vaga | 2 quarto(s), 80m², 1 vaga","Cadastre-se e receba opções de terreno em Bocaina, Santos. Condomínio fechado. 4 quarto(s), área 100m², Sem vaga. Condomínio fechado. 2 quarto(s), área 80m², 1 vaga.",180000,Santos,Terreno,img/santos-apartamento-vista-mar.png
"Terreno Águas, Mongaguá | 1 quarto(s), 100m², 1 vaga | 3 quarto(s), 35m², 2 vagas","Oportunidade de terreno em Águas, Mongaguá. Ideal para moradia ou investimento no litoral. Sem condomínio. 1 quarto(s), área 100m², 1 vaga. Condomínio fechado. 3 quarto(s), área 35m², 2 vagas.",520000,Mongaguá,Terreno,img/mongagua-apartamento.png
"Apartamento em Vila Tupi, Praia Grande | 3 quarto(s), 45m², 2 vagas | 4 quarto(s), 35m², Sem vaga","Encontre apartamento em Vila Tupi, Praia Grande. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 3 quarto(s), área 45m², 2 vagas. Condomínio fechado. 4 quarto(s), área 35m², Sem vaga.",180000,Praia Grande,Apartamento,img/pg-studio.png
"Apartamento Gonzaguinha, São Vicente | 2 quarto(s), 60m², 2 vagas | 4 quarto(s), 120m², 1 vaga","Encontre apartamento em Gonzaguinha, São Vicente. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 2 quarto(s), área 60m², 2 vagas. Condomínio fechado. 4 quarto(s), área 120m², 1 vaga.",750000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Casa no Embaré, Santos | 4 quarto(s), 100m², Sem vaga | 4 quarto(s), 60m², 2 vagas","Casa em Embaré, Santos. Condomínio com lazer. 4 quarto(s), área 100m², Sem vaga. Sem condomínio. 4 quarto(s), área 60m², 2 vagas.",950000,Santos,Casa,img/santos-apartamento-vista-mar.png
